$GPGGA,090000.00,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090000.10,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090000.20,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090000.30,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090000.40,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090000.50,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090000.60,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090000.70,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090000.80,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090000.90,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090001.00,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090001.10,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090001.20,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090001.30,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090001.40,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090001.50,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090001.60,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090001.70,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090001.80,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090001.90,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090002.00,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090002.10,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090002.20,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090002.30,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090002.40,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090002.50,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090002.60,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090002.70,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090002.80,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090002.90,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090003.00,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090003.10,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090003.20,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090003.30,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090003.40,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090003.50,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090003.60,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090003.70,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090003.80,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090003.90,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090004.00,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090004.10,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090004.20,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090004.30,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090004.40,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090004.50,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090004.60,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090004.70,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090004.80,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090004.90,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090005.00,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090005.10,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090005.20,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090005.30,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090005.40,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090005.50,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090005.60,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090005.70,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090005.80,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090005.90,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090006.00,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090006.10,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090006.20,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090006.30,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090006.40,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090006.50,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090006.60,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090006.70,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090006.80,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090006.90,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090007.00,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090007.10,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090007.20,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090007.30,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090007.40,4547.25467199,N,08443.92996495,W,1,05,2.87,160.00,M,-21.3213,M,,*69
