$GPGGA,090000.00,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090000.10,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090000.20,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090000.30,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090000.40,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090000.50,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090000.60,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090000.70,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090000.80,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090000.90,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090001.00,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090001.10,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090001.20,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090001.30,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090001.40,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090001.50,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090001.60,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090001.70,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090001.80,4547.25467354,N,08443.92996481,W,1,05,2.87,160.00,M,-21.3213,M,,*65
