  0.0,-1643962.441,-5167853.190, 3346284.040
  0.1,-1643962.441,-5167853.190, 3346284.040
  0.2,-1643962.441,-5167853.190, 3346284.040
  0.3,-1643962.441,-5167853.190, 3346284.040
  0.4,-1643962.441,-5167853.190, 3346284.040
  0.5,-1643962.441,-5167853.190, 3346284.040
  0.6,-1643962.441,-5167853.190, 3346284.040
  0.7,-1643962.441,-5167853.190, 3346284.040
  0.8,-1643962.441,-5167853.190, 3346284.040
  0.9,-1643962.441,-5167853.190, 3346284.040
  1.0,-1643962.441,-5167853.190, 3346284.040
  1.1,-1643962.441,-5167853.190, 3346284.040
  1.2,-1643962.441,-5167853.190, 3346284.040
  1.3,-1643962.441,-5167853.190, 3346284.040
  1.4,-1643962.441,-5167853.190, 3346284.040
  1.5,-1643962.441,-5167853.190, 3346284.040
  1.6,-1643962.441,-5167853.190, 3346284.040
  1.7,-1643962.441,-5167853.190, 3346284.040
  1.8,-1643962.441,-5167853.190, 3346284.040
  1.9,-1643962.441,-5167853.190, 3346284.040
  2.0,-1643962.441,-5167853.190, 3346284.040
  2.1,-1643962.441,-5167853.190, 3346284.040
  2.2,-1643962.441,-5167853.190, 3346284.040
  2.3,-1643962.441,-5167853.190, 3346284.040
  2.4,-1643962.441,-5167853.190, 3346284.040
  2.5,-1643962.441,-5167853.190, 3346284.040
  2.6,-1643962.441,-5167853.190, 3346284.040
  2.7,-1643962.441,-5167853.190, 3346284.040
  2.8,-1643962.441,-5167853.190, 3346284.040
  2.9,-1643962.441,-5167853.190, 3346284.040
  3.0,-1643962.441,-5167853.190, 3346284.040
  3.1,-1643962.441,-5167853.190, 3346284.040
  3.2,-1643962.441,-5167853.190, 3346284.040
  3.3,-1643962.441,-5167853.190, 3346284.040
  3.4,-1643962.441,-5167853.190, 3346284.040
  3.5,-1643962.441,-5167853.190, 3346284.040
  3.6,-1643962.441,-5167853.190, 3346284.040
  3.7,-1643962.441,-5167853.190, 3346284.040
  3.8,-1643962.441,-5167853.190, 3346284.040
  3.9,-1643962.441,-5167853.190, 3346284.040
  4.0,-1643962.441,-5167853.190, 3346284.040
  4.1,-1643962.441,-5167853.190, 3346284.040
